Facility ID,Facility Name,Short Description,Description,Facility Open Date,Facility Address 1,Facility Address 2,Facility City,Facility State,Facility Zip Code,Facility Phone Number,Facility Fax Number,Facility Website,Facility County Code,Facility County,Regional Office ID,Regional Office,Main Site Name,Main Site Facility ID,Operating Certificate Number,Operator Name,Operator Address 1,Operator Address 2,Operator City,Operator State,Operator Zip Code,Cooperator Name,Cooperator Address,Cooperator Address 2,Cooperator City,Cooperator State,Cooperator Zip Code,Ownership Type,Facility Latitude,Facility Longitude,Facility Location
6726,Nyack Hosp Alcohol&Drug Rehab Clinic,HOSP-EC,Hospital Extension Clinic,09/15/2003,7 North Main Street,,Spring Valley,New York,10977,8453568321,8453563386,,43,Rockland,6,Metropolitan Area Regional Office - New Rochelle,Montefiore Nyack,776,4324000H,Montefiore Nyack Hospital,Midland Avenue,,Nyack,New York,10960,"Montefiore Health System, Inc",111 East 210th Street,,Bronx,New York,10467,Not for Profit Corporation,41.1124,-74.04483,"(41.1124, -74.04483)"
12470,Unlimited Care Inc.,LHCSA,Licensed Home Care Services Agency,06/11/2007,356 Meadow Avenue,Suite 1,Newburgh,New York,12550-6532,8455626974,,www.unlimitedcareinc.com,35,Orange,6,Metropolitan Area Regional Office - New Rochelle,,,0018L010,Unlimited Care Inc.,333 Westchester Ave.,West Bldg Ste Wg02,White Plains,New York,10604-2911,,,,,New York,,Business Corporation,41.522467,-74.069164,"(41.522467, -74.069164)"
4641,Odyssey House of New York Inc,DTC,Diagnostic and Treatment Center,09/17/1992,666 Broadway  Tenth Floor,,New York,New York,10012,2123611600,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002141R,Odyssey House of New York Inc,666 Broadway  Tenth Floor,,New York,New York,10012,,,,,New York,,Not for Profit Corporation,40.727074,-73.995316,"(40.727074, -73.995316)"
13997,Long Beach Home Care,LHCSA,Licensed Home Care Services Agency,05/03/2021,375 East Bay Drive,,Long Beach,New York,11561,5168971200,5167657650,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2747L001,"MLAP Acquisition III, LLC",225 Crossways Park Drive,,Woodbury,New York,11797,,,,,New York,,LLC,40.594462,-73.654007,"(40.594462, -73.654007)"
1188,Planned Parenthood Bronx Health Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,09/27/1979,349 East 149th Street,,Bronx,New York,10451,2129654806,7185858275,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,Planned Parenthood Margaret Sanger Center,1543,7002273R,"Planned Parenthood of Greater New York, Inc.",26 Bleeker Street,,New York,New York,10012,,,,,New York,,Not for Profit Corporation,40.816704,-73.919655,"(40.816704, -73.919655)"
10391,Allergy and Immunology Clinic of AMCH,HOSP-EC,Hospital Extension Clinic,12/16/2019,176 Washington Avenue Extension,,Albany,New York,12203,5182640797,,,1,Albany,4,Capital District Regional Office,Albany Medical Center Hospital,1,0101000H,Albany Medical Center Hospital,New Scotland Avenue,,Albany,New York,12208,Albany Med Health System,New Scotland Avenue,,Albany,New York,12208,Not for Profit Corporation,42.699394,-73.851748,"(42.699394, -73.851748)"
13732,Csi,LHCSA,Licensed Home Care Services Agency,03/13/1991,331 Seaview Ave,,Staten Island,New York,10305-2244,7186677741,7186677741,,7097,Richmond,5,Metropolitan Area Regional Office - New York City,,,8007L001,"Careful Steps, Inc.",331 Seaview Avenue,,Staten Island,New York,10305-2244,,,,,New York,,Business Corporation,40.586144,-74.090845,"(40.586144, -74.090845)"
14794,Brentland Woods,EHP,Enriched Housing Program,07/22/1999,3831 East Henrietta Road,,Henrietta,New York,14467,5853211490,5853213289,www.epsicopalseniorlife.org#http://www.epsicopalseniorlife.org#,27,Monroe,1,Western Regional Office - Buffalo,,,370-S-838,"CH Services, Inc.",505 Mount Hope Avenue,,Rochester,New York,14620,,,,,New York,,Not for Profit Corporation,43.046565,-77.624734,"(43.046565, -77.624734)"
8567,Catherine M. Abate Health Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,09/12/2007,255 East Houston Street,,New York,New York,10002,2124328493,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Community Healthcare Network,1416,7002119R,Community Healthcare Network,184 Fifth Avenue,,New York,New York,10010,,,,,New York,,Not for Profit Corporation,,,
3107,Ridgewood Dialysis Center,DTC,Diagnostic and Treatment Center,11/25/1991,385 Seneca Avenue,,Ridgewood,New York,11354,7183661111,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,,,7003241R,Ridgewood Dialysis Center Inc,385 Seneca Avenue,,Ridgewood,New York,11237,,,,,New York,,Business Corporation,40.706997,-73.91465,"(40.706997, -73.91465)"
15186,Mid-Hudson Dialysis,DTC-EC,Diagnostic and Treatment Center Extension Clinic,07/15/2021,982 Main Street,,Fishkill,New York,12524,8458971610,,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,Bronx Dialysis Center,6661,7000272R,"Knickerbocker Dialysis, Inc",1615-1617 Eastchester Road,,Bronx,New York,10461,,,,,New York,,Business Corporation,,,
4781,East End Methadone,DTC-EC,Diagnostic and Treatment Center Extension Clinic,08/10/1993,300 Center Drive,,Riverhead,New York,11901,5168522680,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Suffolk County Department of Health Clinic Services - Hauppauge Methadone,2951,5155200R,Suffolk County Department of Health,225 Rabro Drive East,,Hauppauge,New York,11788,,,,,New York,,County,40.912373,-72.668213,"(40.912373, -72.668213)"
683,Ontario Center for Rehabilitation and Healthcare,NH,Residential Health Care Facility - SNF,01/01/1901,3062 County Complex Drive,,Canandaigua,New York,14424,5853964340,5853964414,,34,Ontario,2,Western Regional Office - Rochester,,,3429304N,Ontario Operations Associates LLC,4770 White Plains Road,,Bronx,New York,10470,,,,,New York,,LLC,42.884579,-77.211769,"(42.884579, -77.211769)"
13701,Care365 Homecare,LHCSA,Licensed Home Care Services Agency,03/31/2020,2733 East 12th Street,2nd Floor,Brooklyn,New York,11235,7186277050,7186274800,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,2730L001,"Supportive Home Care, Llc","2733 East 12th Street, 2nd floor",,Brooklyn,New York,11235,,,,,New York,,LLC,,,
9110,PS 811 M,HOSP-SB,School Based Hospital Extension Clinic,02/01/2010,461 1st Avenue,,New York,New York,10010,,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Bellevue Hospital Center,1438,7002001H,New York City Health and Hospital Corporation,125 Worth Street,,New York,New York,10013,,,,,New York,,Municipality,40.739609,-73.976669,"(40.739609, -73.976669)"
4530,WCHOB Child Protection Center,HOSP-EC,Hospital Extension Clinic,04/01/1998,556 Franklin Street,,Buffalo,New York,14202,7168787180,,,14,Erie,1,Western Regional Office - Buffalo,Buffalo General Medical Center,207,1401014H,Kaleida Health,100 High Street,,Buffalo,New York,14203,,,,,New York,,Not for Profit Corporation,42.901611,-78.871658,"(42.901611, -78.871658)"
13435,Shire Senior Living Home Care,LHCSA,Licensed Home Care Services Agency,07/07/2015,2515 Culver Road,,Rochester,New York,14609,5854674544,5853382877,,27,Monroe,2,Western Regional Office - Rochester,,,2331L001,"Shire Senior Living, Llc",2515 Culver Road,,Rochester,New York,14609,,,,,New York,,LLC,43.192609,-77.562945,"(43.192609, -77.562945)"
269,Schofield Residence,NH,Residential Health Care Facility - SNF,01/01/1901,3333 Elmwood Avenue,,Kenmore,New York,14217,7168741566,,,14,Erie,1,Western Regional Office - Buffalo,,,1404300N,Wheel Chair Home Inc,3333 Elmwood Avenue,,Kenmore,New York,14217,,,,,New York,,Not for Profit Corporation,42.988373,-78.878601,"(42.988373, -78.878601)"
9275,Blavatnik Family - Chelsea Medical Center at Mount Sinai,HOSP-EC,Hospital Extension Clinic,06/03/2010,325 West 15th Street,,New York,New York,10011,2123671734,2123671703,,7093,New York,5,Metropolitan Area Regional Office - New York City,Mount Sinai Beth Israel,1439,7002002H,Beth Israel Medical Center Inc,10 Nathan Perlman Place,,New York,New York,10003,"Mount Sinai Hospitals Group, Inc.",One Gustave L. Levy Place,,New York,New York,10029,Not for Profit Corporation,40.741028,-74.003242,"(40.741028, -74.003242)"
6226,Community Medicine-East Utica,HOSP-EC,Hospital Extension Clinic,12/02/2000,1256 Culver Ave,,Utica,New York,13501,3157387186,,,32,Oneida,3,Central New York Regional Office,St Elizabeth Medical Center,598,3202002H,St Elizabeth Medical Center,2209 Genesee St,,Utica,New York,13501,Mohawk Valley Health System,1656 Champlin Ave,,Utica,New York,13502,Not for Profit Corporation,43.080975,-75.205551,"(43.080975, -75.205551)"
3895,FMS-Nephro-Care,DTC-EC,Diagnostic and Treatment Center Extension Clinic,01/01/2004,1402 Atlantic Avenue,,Brooklyn,New York,11236,7187716961,7187710409,,7095,Kings,5,Metropolitan Area Regional Office - New York City,FMS-Southern Manhattan Dialysis Center,3414,7002176R,New York Dialysis Services Inc,650 Mcclellan,,Schenectady,New York,12304,,,,,New York,,Business Corporation,40.678101,-73.945732,"(40.678101, -73.945732)"
3767,A.O. Primary Care Center,HOSP-EC,Hospital Extension Clinic,07/27/1987,31 Main St,,Otego,New York,13825,6079882854,,,38,Otsego,4,Capital District Regional Office,A.O. Fox Memorial Hospital,739,3801000H,Aurelia Osborn Fox Memorial Hospital Society Inc,One Norton Avenue,,Oneonta,New York,13820,Bassett Healthcare Network,1 Atwell Road,,Cooperstown,New York,13326,Not for Profit Corporation,42.383835,-75.196701,"(42.383835, -75.196701)"
7061,St Mary's Fulton County Day Rehabilitation,HOSP-EC,Hospital Extension Clinic,07/17/1996,73 North Main Street,,Gloversville,New York,12078,,,,28,Montgomery,4,Capital District Regional Office,St. Mary's Healthcare,484,2801001H,St. Mary's Healthcare,427 Guy Park Ave,,Amsterdam,New York,12010,,,,,New York,,Not for Profit Corporation,43.052471,-74.344215,"(43.052471, -74.344215)"
7084,Medwise Center,HOSP-EC,Hospital Extension Clinic,07/19/1996,91-10 Atlantic Avenue,,Ozone Park,New York,11416,,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,Jamaica Hospital Medical Center,1629,7003003H,Jamaica Hospital Inc,89th Ave & Van Wyck Expressway,,Jamaica,New York,11418,,,,,New York,,Not for Profit Corporation,40.687325,-73.851265,"(40.687325, -73.851265)"
13163,Amber Court At Home Lhcsa,LHCSA,Licensed Home Care Services Agency,09/11/2013,650 East 104th Street,,Brooklyn,New York,11236,7186490700,7186494441,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,1875L001,"Aljud Licensed Home Care Services, Llc",650 East 104th Street,,Brooklyn,New York,11236,,,,,New York,,LLC,40.648965,-73.897988,"(40.648965, -73.897988)"
9467,WNY Medical Management,DTC,Diagnostic and Treatment Center,04/10/2013,700 Michigan Avenue,,Buffalo,New York,14203,7169314963,7169232791,,14,Erie,1,Western Regional Office - Buffalo,,,1401236R,WNY Medical Management LLC,700 Michigan Avenue,,Buffalo,New York,14203,,,,,New York,,LLC,42.891365,-78.86602,"(42.891365, -78.86602)"
12643,"Fountains Home Care Of New York, Inc.",LHCSA,Licensed Home Care Services Agency,10/25/2018,300 Cranberry Landing Drive,,Rochester,New York,14609,5859995013,5853399202,,27,Monroe,2,Western Regional Office - Rochester,,,0821L002,"Fountains Home Care Of New York, Inc.",79 Flint Road,Suite 211,Millbrook,New York,12545-6410,,,,,New York,,Business Corporation,43.189273,-77.548839,"(43.189273, -77.548839)"
13031,"Courtesy Care, Llc",LHCSA,Licensed Home Care Services Agency,06/26/2012,1333 60th Street,,Brooklyn,New York,11219,7186861800,7186860205,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,1659L001,"Courtesy Care, Llc",1333 60th Street,,Brooklyn,New York,11219,,,,,New York,,LLC,40.628463,-73.997491,"(40.628463, -73.997491)"
9814,CMH Twin County Sleep Center,HOSP-EC,Hospital Extension Clinic,05/19/2015,Sherman Potts Drive,,Ghent,New York,12075,,,,10,Columbia,4,Capital District Regional Office,Columbia Memorial Hospital,146,1001000H,Columbia Memorial Hospital,71 Prospect Avenue,,Hudson,New York,12534,Albany Med Health System,New Scotland Avenue,,Albany,New York,12208,Not for Profit Corporation,42.281307,-73.709018,"(42.281307, -73.709018)"
1486,Henry J. Carter Specialty Hospital,HOSP,Hospital,01/01/1901,1752 Park Avenue,,New York,New York,10035,2123188000,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002050H,New York City Health and Hospital Corporation,125 Worth Street,,New York,New York,10013,,,,,New York,,Municipality,40.802979,-73.940811,"(40.802979, -73.940811)"
12537,M.B.S.C.C.,LHCSA,Licensed Home Care Services Agency,05/09/1990,900 Grand Concourse,,Bronx,New York,10451-2746,7189922057,7186813824,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,,,0331L001,Mid Bronx Senior Citizens Council Inc.,900 Grand Concourse,,Bronx,New York,10451-2746,,,,,New York,,Not for Profit Corporation,40.827327,-73.922167,"(40.827327, -73.922167)"
15103,The Mansion at South Union,AH,Adult Home,01/25/1994,11 South Union Street,,Cambridge,New York,12816,5186773711,5186770869,,57,Washington,4,Capital District Regional Office,,,760-F-012,"Icc Management & Consulting, Inc.",25 Computer Drive East,,Albany,New York,12205,,,,,New York,,Business Corporation,43.026196,-73.386436,"(43.026196, -73.386436)"
13046,Coram Healthcare Corporation Of Greater New York,LHCSA,Licensed Home Care Services Agency,01/01/2012,300 Corporate Parkway,Suite 200S,Amherst,New York,14226,3154258028,3154250989,coramhc.com,14,Erie,1,Western Regional Office - Buffalo,,,1683L005,Coram Healthcare Corporation Of Greater New York,300 Corporate Parkway,Suite 200S,Amherst,New York,14226,,,,,New York,,Business Corporation,,,
7269,Northern Manor ADHCP,ADHCP,Adult Day Health Care Program - Offsite,10/13/1997,1 Prospect Park West,,Brooklyn,New York,11215,,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,Northern Manor Geriatric Center Inc,784,4350304N,Northern Manor Geriatric Center Inc,225 Maple Avenue,,Monse,New York,10952,,,,,New York,,Not for Profit Corporation,40.672401,-73.970551,"(40.672401, -73.970551)"
171,Mountainside Residential Care Center,NH,Residential Health Care Facility - SNF,02/01/1989,42158 State Highway #28,,Margaretville,New York,12455,8455861800,,,12,Delaware,4,Capital District Regional Office,,,1226300N,"Margaretville Nursing Home, Inc",Route 28,,Margaretville,New York,12455,,,,,New York,,Not for Profit Corporation,42.147366,-74.641708,"(42.147366, -74.641708)"
7251,Rome Mem Hosp-1617 North James St,HOSP-EC,Hospital Extension Clinic,10/01/1997,1617 North James St,,Rome,New York,13440,,,,32,Oneida,3,Central New York Regional Office,"Rome Memorial Hospital, Inc",589,3201002H,"Rome Memorial Hospital, Inc",1500 North James Street,,Rome,New York,13440,,,,,New York,,Not for Profit Corporation,43.230515,-75.443222,"(43.230515, -75.443222)"
9411,HealthAlliance Hospital Broadway Campus Physical Therapy,HOSP-EC,Hospital Extension Clinic,11/03/2006,371 Broadway,,Kingston,New York,12401,8453342750,8453313238,,55,Ulster,6,Metropolitan Area Regional Office - New Rochelle,HealthAlliance Hospital Mary's Avenue Campus,989,5501000H,HealthAlliance Hospital Mary's Avenue Campus,105 Mary's Avenue,,Kingston,New York,12401,"Health Alliance, Inc",741 Grant Street,,Lake Katrine,New York,12449,Not for Profit Corporation,41.926094,-73.994728,"(41.926094, -73.994728)"
6757,Broadway Dialysis Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,05/25/2005,79-01 Broadway,,Elmhurst,New York,11373,7182057772,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,"Newtown Dialysis Center, Inc",7111,7003247R,"Newtown Dialysis Center, Inc",29-20 Newtown Avenue,,Astoria,New York,11102,,,,,New York,,Business Corporation,40.74432,-73.885719,"(40.74432, -73.885719)"
13424,Premium Home Services Llc,LHCSA,Licensed Home Care Services Agency,07/28/2016,2311 Coney Island Avenue,2nd Floor,Brooklyn,New York,11223,7187047613,7189073722,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,2299L001,Premium Home Services Llc,2311 Coney Island Avenue,2nd Floor,Brooklyn,New York,11223,,,,,New York,,LLC,,,
14827,Atria Plainview,AH,Adult Home,08/28/2000,12 Washington Avenue,,Plainview,New York,11803,5169330002,5169330003,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,400-F-329,"ATR New York LH, Inc.",500 N. Hurstbourne Parkway,Suite 200,Louisville,New York,40222,,,,,New York,,Business Corporation,40.778887,-73.465931,"(40.778887, -73.465931)"
6785,The Southeastern Otsego Health Center,HOSP-EC,Hospital Extension Clinic,07/15/2005,4 Decautur Street,,Worcester,New York,12197,6073978783,,,38,Otsego,4,Capital District Regional Office,A.O. Fox Memorial Hospital,739,3801000H,Aurelia Osborn Fox Memorial Hospital Society Inc,One Norton Avenue,,Oneonta,New York,13820,Bassett Healthcare Network,1 Atwell Road,,Cooperstown,New York,13326,Not for Profit Corporation,42.591648,-74.750816,"(42.591648, -74.750816)"
4751,RUMC Behavioral Health Pavilion,HOSP-EC,Hospital Extension Clinic,01/01/2007,1130 South Avenue,,Staten Island,New York,10314,7188761234,,,7097,Richmond,5,Metropolitan Area Regional Office - New York City,Richmond University Medical Center,1738,7004010H,Bridge Regional Health System,355 Bard Avenue,,Staten Island,New York,10310,Richmond University Medical Center,355 Bard Avenue,,Staten Island,New York,10310,Not for Profit Corporation,40.612578,-74.175539,"(40.612578, -74.175539)"
13510,Best Companion Homecare Services Inc.,LHCSA,Licensed Home Care Services Agency,09/08/2016,28 West Main Street,2nd Floor,Bay Shore,New York,11706,6319934001,6313285330,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,2460L001,Best Companion Homecare Services Inc.,28 West Main Street,2nd Floor,Bay Shore,New York,11706,,,,,New York,,Business Corporation,40.720747,-73.248121,"(40.720747, -73.248121)"
6614,Dr. Susan Smith McKinney - Neponsit ADHCP,ADHCP,Adult Day Health Care Program - Offsite,03/09/2004,230 Beach 102nd Street,,Rockaway Park,New York,11694,7186341400,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,Dr Susan Smith Mckinney Nursing and Rehabilitation Center,7279,7001380N,New York City Health and Hospital Corporation,125 Worth Street,,New York,New York,10013,,,,,New York,,Municipality,40.583904,-73.822968,"(40.583904, -73.822968)"
13753,"Accredited Care, Inc.",LHCSA,Licensed Home Care Services Agency,12/07/1991,106 W Third St,Ste 707,Jamestown,New York,14701-5105,7164847101,7164847104,accreditedcare.com,6,Chautauqua,1,Western Regional Office - Buffalo,,,9112L001,"Accredited Care, Inc.",106 West Third St,Ste 707,Jamestown,New York,14701,,,,,New York,,Business Corporation,42.096289,-79.242899,"(42.096289, -79.242899)"
